epoch	batch	iter	loss	loss_cls	loss_box	OBOA	MAE	MAEP	MAEN	lr
1	1	1	3.510240077972412	1.2862640619277954	2.2239761352539062	1.0	0.21746691780149682	1.3333334166666668	0.21746691780149682	5e-05
1	2	2	5.193869590759277	1.2775187492370605	3.916351079940796	0.0	0.3500000166666665	0.3500000166666665	0.060606045454545544	5e-05
1	3	3	4.73642110824585	1.247289776802063	3.489131212234497	0.0	0.5125000124999999	0.5125000124999999	0.5360306321844822	5e-05
1	4	4	3.7992353439331055	1.1444556713104248	2.6547796726226807	0.0	1.5000000166666667	1.5000000166666667	0.13163916849816845	5e-05
1	5	5	4.416545867919922	1.181315302848816	3.2352304458618164	1.0	0.013470043585601665	0.013470043585601665	0.5093877501020408	5e-05
1	6	6	2.8008642196655273	1.1311109066009521	1.6697533130645752	0.0	0.30712075356037155	0.30712075356037155	0.293128646637427	5e-05
1	7	7	5.836334228515625	1.0968036651611328	4.739530563354492	1.0	0.09816204803675865	0.12549021830065352	0.09816204803675865	5e-05
1	8	8	3.851496458053589	1.0815322399139404	2.7699642181396484	0.0	0.714285738095238	0.714285738095238	0.24366294799731864	5e-05
1	9	9	3.3201098442077637	1.0546677112579346	2.265442132949829	1.0	0.3333333295019158	0.35897437179487185	0.3333333295019158	5e-05
1	10	10	5.095800876617432	1.021401286125183	4.074399471282959	0.0	0.31253499614845937	0.04761905714285713	0.31253499614845937	5e-05
1	11	11	3.3342766761779785	0.9710749983787537	2.36320161819458	0.0	0.8934778750954928	0.8934778750954928	0.07499997499999989	5e-05
1	12	12	2.4752235412597656	0.9993995428085327	1.4758238792419434	0.0	0.5615613672161173	0.5615613672161173	0.22222221111111118	5e-05
1	13	13	3.8893537521362305	1.3692245483398438	2.5201292037963867	1.0	0.1282828171717171	0.04726147574392314	0.1282828171717171	5e-05
1	14	14	3.2524352073669434	0.9705219268798828	2.2819132804870605	1.0	0.1826673711288711	0.1826673711288711	0.019444402777777703	5e-05
1	15	15	2.8987386226654053	0.8893277645111084	2.009410858154297	0.0	0.1717357340686274	0.3768116086956521	0.1717357340686274	5e-05
1	16	16	2.92120099067688	0.9156966805458069	2.0055043697357178	0.0	0.44738561091503276	1.9630924816109814	0.44738561091503276	5e-05
1	17	17	3.2121737003326416	1.0492634773254395	2.162910223007202	0.0	0.24242425	0.24242425	0.043504874183006526	5e-05
1	18	18	3.129871129989624	1.0227000713348389	2.107171058654785	1.0	0.11211157124568594	0.11211157124568594	0.08045975862068966	5e-05
1	19	19	2.5413451194763184	0.8488020300865173	1.6925430297851562	0.0	0.8942519731993153	0.8942519731993153	0.21395531591611006	5e-05
1	20	20	1.8915929794311523	0.844519853591919	1.0470731258392334	1.0	0.03814105689102565	0.03814105689102565	0.4716155460477719	5e-05
1	21	21	2.8579113483428955	1.0676226615905762	1.7902886867523193	1.0	0.10955707925407913	0.3589743846153845	0.10955707925407913	5e-05
1	22	22	2.8455588817596436	0.8315173983573914	2.0140414237976074	0.0	7.750000249999999	7.750000249999999	0.056999184817545956	5e-05
