epoch	batch	iter	loss	loss_cls	loss_box	OBOA	MAE	MAEP	MAEN	lr
1	1	1	4.714003562927246	1.273507833480835	3.440495729446411	1.0	0.2572222355555554	0.2572222355555554	0.013333320000000093	5e-05
1	2	2	5.475087642669678	1.2605053186416626	4.214582443237305	1.0	0.1818182121212121	0.1818182121212121	0.21266232467532475	5e-05
1	3	3	3.743276834487915	1.2663867473602295	2.4768900871276855	1.0	0.0966064187311714	0.0966064187311714	0.23188404347826083	5e-05
1	4	4	3.5308375358581543	1.2311354875564575	2.2997021675109863	0.0	0.501309684085159	1.2414585771728275	0.501309684085159	5e-05
1	5	5	4.097992897033691	1.177086591720581	2.9209063053131104	1.0	0.15654760476190469	0.5681818409090909	0.15654760476190469	5e-05
1	6	6	3.126535654067993	1.0060713291168213	2.120464324951172	1.0	0.1821946407867494	0.1821946407867494	0.007919244454303476	5e-05
1	7	7	5.515847206115723	1.348120927810669	4.167726516723633	1.0	0.20621482289002557	0.17861850470543938	0.20621482289002557	5e-05
1	8	8	3.677309989929199	1.092079520225525	2.5852303504943848	1.0	0.05486540269151141	3.5555556666666663	0.05486540269151141	5e-05
1	9	9	3.6508994102478027	1.1660586595535278	2.4848408699035645	1.0	0.3333333295019158	0.011212905994581579	0.3333333295019158	5e-05
1	10	10	3.70662784576416	1.0615314245224	2.6450963020324707	1.0	0.041666645833333384	0.06847828586956517	0.041666645833333384	5e-05
