epoch	batch	iter	loss	loss_cls	loss_box	OBOA	MAE	MAEP	MAEN	lr
1	1	1	5.9294962882995605	1.4848151206970215	4.444681167602539	1.0	0.13829786170212777	0.7555556111111112	0.13829786170212777	5e-05
1	2	2	5.0167646408081055	1.3512709140777588	3.665493965148926	0.0	0.6308112374526165	0.09240759790209793	0.6308112374526165	5e-05
1	3	3	6.191319465637207	1.413992166519165	4.777327060699463	0.0	0.49999999603174605	0.13888891666666656	0.49999999603174605	5e-05
1	4	4	5.157326698303223	1.3860766887664795	3.771250009536743	0.0	2.3181818636363634	2.3181818636363634	0.33333332653061226	5e-05
1	5	5	5.992198944091797	1.576369285583496	4.415829658508301	0.0	0.3970451726007327	2.216329994107744	0.3970451726007327	5e-05
1	6	6	5.645458221435547	1.5332633256912231	4.112195014953613	0.0	0.5707359466089466	0.5707359466089466	0.1568522173150011	5e-05
1	7	7	5.631523132324219	1.3200857639312744	4.311437606811523	0.0	0.3363999467314147	0.8765182394568152	0.3363999467314147	5e-05
1	8	8	5.54960823059082	1.46632719039917	4.08328104019165	0.0	1.1035715000000001	1.1035715000000001	0.3095238047619048	5e-05
1	9	9	3.3809821605682373	1.2436659336090088	2.1373162269592285	0.0	0.4842767274633124	1.785714357142857	0.4842767274633124	5e-05
1	10	10	6.236558437347412	1.482509732246399	4.754048824310303	1.0	0.3058086196373286	3.5625000625	0.3058086196373286	5e-05
1	11	11	5.579458713531494	1.4216694831848145	4.15778923034668	0.0	0.4322612039473685	0.3983552763157894	0.4322612039473685	5e-05
