epoch	batch	iter	loss	loss_cls	loss_box	OBOA	MAE	MAEP	MAEN	lr
1	1	1	5.025659084320068	1.3834174871444702	3.6422414779663086	0.0	1.2083333541666665	1.2083333541666665	0.4142027946802238	5e-05
1	2	2	5.4392852783203125	1.333404779434204	4.1058807373046875	1.0	0.018518537037037097	0.018518537037037097	0.3137254705882353	5e-05
1	3	3	7.7176513671875	1.3580503463745117	6.359601020812988	0.0	1.214285785714286	1.214285785714286	0.3833598905301181	5e-05
1	4	4	4.8090009689331055	1.3960087299346924	3.412992000579834	1.0	0.4735577307692309	0.4735577307692309	0.5217391231884058	5e-05
1	5	5	5.201800346374512	1.3845007419586182	3.8172998428344727	0.0	1.033578531372549	1.033578531372549	0.031249968749999968	5e-05
1	6	6	4.975987911224365	1.416390061378479	3.5595977306365967	1.0	0.0400457774599543	0.0400457774599543	0.03333330000000001	5e-05
1	7	7	5.9504241943359375	1.4187333583831787	4.531691074371338	1.0	0.12342432808123238	0.05555561111111107	0.12342432808123238	5e-05
1	8	8	4.397067070007324	1.3696582317352295	3.0274088382720947	0.0	0.564384061710654	0.47933921538433655	0.564384061710654	5e-05
1	9	9	4.372039318084717	1.4220720529556274	2.949967384338379	1.0	0.09523808333333343	1.3452111998491705	0.09523808333333343	5e-05
1	10	10	6.166637420654297	1.3786685466766357	4.787968635559082	1.0	0.15877734489484574	1.0833333749999996	0.15877734489484574	5e-05
1	11	11	5.245964050292969	1.4149808883666992	3.8309829235076904	0.0	0.6664646719585366	0.11721635778116557	0.6664646719585366	5e-05
1	12	12	6.094241142272949	1.3408517837524414	4.753389358520508	0.0	1.475274850274725	1.475274850274725	0.32291665625000004	5e-05
1	13	13	5.010810852050781	1.3516178131103516	3.6591928005218506	0.0	0.4666308312890644	1.0424812065789473	0.4666308312890644	5e-05
1	14	14	4.8400163650512695	1.3645038604736328	3.4755125045776367	0.0	0.5000000357142856	0.5000000357142856	0.19371006849785766	5e-05
1	15	15	4.820992946624756	1.4202426671981812	3.400750160217285	1.0	0.38872373571679075	0.015384648717948757	0.38872373571679075	5e-05
1	16	16	4.64268684387207	1.495337963104248	3.1473488807678223	0.0	0.7430556388888889	0.7430556388888889	0.14728681395348842	5e-05
1	17	17	4.237093925476074	1.4205548763275146	2.8165390491485596	0.0	0.6336689297117349	0.6336689297117349	0.19069705380805857	5e-05
1	18	18	3.9223623275756836	1.3781996965408325	2.5441625118255615	1.0	0.24099694850680708	0.24099694850680708	0.12195510320512826	5e-05
